Thu Apr 11 13:58:05 EDT 2013
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
1365703170962,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703175962,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703180981,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703185962,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703190962,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703195962,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703200962,5,25,5,0,17,0,0,205,2,104,3,0,0
1365703205962,5,25,5,0,17,0,0,207,2,105,3,0,0
1365703210962,5,25,5,0,17,0,0,207,2,105,3,0,0
1365703215962,5,25,5,0,17,0,0,207,2,105,3,0,0
1365703220962,5,25,5,0,17,0,0,207,2,105,3,0,0
1365703225962,5,25,5,0,17,0,0,207,2,105,3,0,0
1365703230962,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703235963,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703240962,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703245962,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703250962,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703255962,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703260962,5,25,5,0,17,0,0,209,2,106,3,0,0
1365703265962,5,25,5,0,17,0,0,211,2,107,3,0,0
1365703270962,5,25,5,0,17,0,0,211,2,107,3,0,0
1365703275962,5,25,5,0,17,0,0,211,2,107,3,0,0
1365703280962,5,25,5,0,17,0,0,211,2,107,3,0,0
1365703285962,5,25,5,0,17,0,0,211,2,107,3,0,0
1365703290962,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703295962,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703300962,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703305962,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703310962,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703315963,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703320962,5,25,5,0,17,0,0,213,2,108,3,0,0
1365703325962,5,25,5,0,17,0,0,215,2,109,3,0,0
1365703330962,5,25,5,0,17,0,0,215,2,109,3,0,0
1365703335962,5,25,5,0,17,0,0,215,2,109,3,0,0
1365703340963,5,25,5,0,17,0,0,215,2,109,3,0,0
1365703345962,5,25,5,0,17,0,0,215,2,109,3,0,0
1365703350962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703355962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703360962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703365962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703370962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703375962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703380962,5,25,5,0,17,0,0,217,2,110,3,0,0
1365703385962,5,25,5,0,17,0,0,219,2,111,3,0,0
1365703390962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703395962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703400962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703405962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703410962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703415962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703420962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703425962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703430962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703435962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703440962,5,25,5,0,17,0,0,220,2,112,3,0,0
1365703445962,5,25,5,0,17,0,0,222,2,113,3,0,0
1365703450962,5,25,5,0,17,0,0,222,2,113,3,0,0
1365703455963,5,25,5,0,17,0,0,222,2,113,3,0,0
1365703460962,5,25,5,0,17,0,0,222,2,113,3,0,0
1365703465962,5,25,5,0,17,0,0,222,2,113,3,0,0
1365703470962,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703475962,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703480963,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703485962,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703490962,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703495962,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703500962,5,25,5,0,17,0,0,224,2,114,3,0,0
1365703505962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703510962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703515962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703520962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703525962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703530962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703535963,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703540962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703545962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703550962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703555962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703560962,5,25,5,0,17,0,0,226,2,115,3,0,0
1365703565962,5,25,5,0,17,0,0,228,2,116,3,0,0
1365703570962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703575962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703580962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703585962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703590962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703595962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703600962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703605962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703610962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703615963,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703620962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703625962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703630962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703635962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703640962,5,25,5,0,17,0,0,229,1,116,3,0,0
1365703645963,5,25,5,0,17,0,0,257,2,138,4,0,0
1365703650962,5,25,5,0,17,0,0,257,2,138,4,0,0
1365703655962,5,25,5,0,17,0,0,257,2,138,4,0,0
1365703660962,5,25,5,0,17,0,0,257,2,138,4,0,0
1365703665962,5,25,5,0,17,0,0,257,2,138,4,0,0
1365703670962,5,25,5,0,17,0,0,257,2,138,4,0,0
1365703675962,5,25,5,0,17,0,0,259,2,138,4,0,0
1365703680962,5,25,5,0,17,0,0,259,2,139,4,0,0
1365703685962,5,25,5,0,17,0,0,259,2,139,4,0,0
1365703690962,5,25,5,0,17,0,0,259,2,139,4,0,0
1365703695962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703700963,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703705962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703710962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703715962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703720962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703725962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703730963,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703735962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703740962,5,25,5,0,17,0,0,260,1,139,4,0,0
1365703745962,5,25,5,0,17,0,0,262,1,139,4,0,0
1365703750962,5,25,5,0,17,0,0,262,1,139,4,0,0
1365703755962,5,25,5,0,17,0,0,289,2,158,5,0,0
1365703760962,5,25,5,0,17,0,0,289,2,161,5,0,0
1365703765962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703770962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703775962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703780963,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703785962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703790962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703795962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703800962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703805963,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703810962,5,25,5,0,17,0,0,290,2,162,5,0,0
1365703815962,5,25,5,0,17,0,0,292,2,162,5,0,0
1365703820962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703825962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703830963,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703835962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703840962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703845962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703850962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703855962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703860962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703865962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703870962,5,25,5,0,17,0,0,292,2,163,5,0,0
1365703875963,5,25,5,0,17,0,0,294,2,163,5,0,0
1365703880962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703885962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703890962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703895962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703900962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703905962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703910962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703915962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703920962,5,25,5,0,17,0,0,294,2,164,5,0,0
1365703925962,5,25,5,0,17,0,0,296,1,164,5,0,0
1365703930963,5,25,5,0,17,0,0,296,1,164,5,0,0
1365703935962,5,25,5,0,17,0,0,298,1,164,5,0,0
1365703940962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703945962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703950962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703955962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703960963,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703965962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703970962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703975962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703980962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703985963,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703990962,5,25,5,0,17,0,0,298,1,165,5,0,0
1365703995962,5,25,5,0,17,0,0,300,1,165,5,0,0
1365704000962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704005962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704010963,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704015962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704020962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704025962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704030962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704035962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704040962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704045962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704050962,5,25,5,0,17,0,0,300,1,166,5,0,0
1365704055962,5,25,5,0,17,0,0,302,1,166,5,0,0
1365704060962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704065962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704070962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704075963,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704080962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704085962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704090962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704095962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704100962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704105963,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704110962,5,25,5,0,17,0,0,302,1,167,5,0,0
1365704115962,5,25,5,0,17,0,0,304,1,167,5,0,0
1365704120962,5,25,5,0,17,0,0,304,1,168,5,0,0
1365704125962,5,25,5,0,17,0,0,307,1,168,5,0,0
1365704130962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704135962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704140962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704145962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704150962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704155963,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704160962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704165962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704170962,5,25,5,0,17,0,0,307,1,170,5,0,0
1365704175962,5,25,5,0,17,0,0,309,1,170,5,0,0
1365704180962,5,25,5,0,17,0,0,309,1,171,5,0,0
1365704185962,5,25,5,0,17,0,0,309,1,171,5,0,0
1365704190962,5,25,5,0,17,0,0,311,1,173,5,0,0
1365704195962,5,25,5,0,17,0,0,311,1,173,5,0,0
1365704200962,5,25,5,0,17,0,0,311,1,173,5,0,0
1365704205962,5,25,5,0,17,0,0,311,1,173,5,0,0
1365704210962,5,25,5,0,17,0,0,311,1,173,5,0,0
1365704215962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704220962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704225962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704230962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704235962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704240963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704245962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704250962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704255962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704260962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704265962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704270962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704275962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704280962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704285962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704290962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704295963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704300962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704305962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704310963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704315962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704320962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704325962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704330962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704335963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704340962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704345962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704350962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704355962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704360962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704365962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704370962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704375962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704380962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704385962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704390962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704395962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704400962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704405962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704410962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704415962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704420962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704425962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704430962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704435962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704440962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704445962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704450962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704455962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704460962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704465962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704470963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704475993,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704480962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704485962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704490962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704495962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704500962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704505962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704510962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704515962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704520962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704525963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704530962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704535962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704540962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704545962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704550963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704555962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704560962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704565962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704570962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704575962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704580963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704585962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704590962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704595962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704600962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704605962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704610963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704615962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704620962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704625962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704630962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704635963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704640962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704645962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704650962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704655962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704660962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704665962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704670962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704675962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704680962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704685962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704690962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704695962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704700962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704705963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704710962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704715962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704720962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704725962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704730962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704735962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704740962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704745962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704750962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704755962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704760963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704765962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704770962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704775962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704780962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704785962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704790963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704795962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704800962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704805962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704810962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704815963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704820962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704825962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704830962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704835962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704840962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704845962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704850962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704855962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704860962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704865962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704870962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704875962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704880983,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704885962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704890962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704895962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704900962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704905962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704910962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704915962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704920962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704925962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704930962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704935962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704940962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704945962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704950962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704955963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704960962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704965962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704970962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704975963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704980962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704985962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704990962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365704995962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705000962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705005963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705010962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705015962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705020962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705025962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705030962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705035962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705040962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705045962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705050962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705055963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705060962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705065962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705070962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705075962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705080962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705085962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705090962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705095962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705100962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705105962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705110963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705115962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705120962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705125962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705130962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705135962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705140962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705145962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705150962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705155963,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705160962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705165962,5,25,5,0,17,0,0,312,0,173,5,0,0
1365705170962,5,25,5,0,17,0,0,312,0,173,5,0,0
